Neutralizing TEC slightly warmed to soften...
time,actuating_finger,pressure_sensor,servo_degree,3.11,924,0,62
time,actuating_finger,pressure_sensor,servo_degree,3.23,923,0,60
time,actuating_finger,pressure_sensor,servo_degree,3.35,922,0,57
time,actuating_finger,pressure_sensor,servo_degree,3.47,923,0,60
time,actuating_finger,pressure_sensor,servo_degree,3.60,924,0,62
time,actuating_finger,pressure_sensor,servo_degree,3.72,923,0,60
time,actuating_finger,pressure_sensor,servo_degree,3.84,923,0,60
time,actuating_finger,pressure_sensor,servo_degree,3.97,924,0,62
time,actuating_finger,pressure_sensor,servo_degree,4.09,924,0,62
time,actuating_finger,pressure_sensor,servo_degree,4.21,928,0,72
time,actuating_finger,pressure_sensor,servo_degree,4.33,926,0,67
time,actuating_finger,pressure_sensor,servo_degree,4.46,931,0,80
time,actuating_finger,pressure_sensor,servo_degree,4.58,931,0,80
time,actuating_finger,pressure_sensor,servo_degree,4.70,935,0,90
time,actuating_finger,pressure_sensor,servo_degree,4.82,945,0,115
time,actuating_finger,pressure_sensor,servo_degree,4.95,948,0,123
time,actuating_finger,pressure_sensor,servo_degree,5.07,952,0,133
time,actuating_finger,pressure_sensor,servo_degree,5.20,948,0,123
time,actuating_finger,pressure_sensor,servo_degree,5.32,936,0,92
time,actuating_finger,pressure_sensor,servo_degree,5.44,931,0,80
time,actuating_finger,pressure_sensor,servo_degree,5.57,933,0,85
time,actuating_finger,pressure_sensor,servo_degree,5.69,938,0,97
time,actuating_finger,pressure_sensor,servo_degree,5.81,945,0,115
time,actuating_finger,pressure_sensor,servo_degree,5.93,949,0,126
time,actuating_finger,pressure_sensor,servo_degree,6.06,950,0,128
time,actuating_finger,pressure_sensor,servo_degree,6.18,947,0,120
time,actuating_finger,pressure_sensor,servo_degree,6.30,940,0,102
time,actuating_finger,pressure_sensor,servo_degree,6.43,931,0,80
time,actuating_finger,pressure_sensor,servo_degree,6.55,928,0,72
time,actuating_finger,pressure_sensor,servo_degree,6.68,932,0,83
time,actuating_finger,pressure_sensor,servo_degree,6.80,942,0,108
time,actuating_finger,pressure_sensor,servo_degree,6.92,946,0,118
time,actuating_finger,pressure_sensor,servo_degree,7.05,950,0,128
time,actuating_finger,pressure_sensor,servo_degree,7.17,951,0,131
time,actuating_finger,pressure_sensor,servo_degree,7.29,949,0,126
time,actuating_finger,pressure_sensor,servo_degree,7.42,946,0,118
time,actuating_finger,pressure_sensor,servo_degree,7.54,943,0,110
time,actuating_finger,pressure_sensor,servo_degree,7.66,941,0,105
time,actuating_finger,pressure_sensor,servo_degree,7.79,940,0,102
time,actuating_finger,pressure_sensor,servo_degree,7.91,940,0,102
time,actuating_finger,pressure_sensor,servo_degree,8.03,941,0,105
time,actuating_finger,pressure_sensor,servo_degree,8.16,939,0,100
time,actuating_finger,pressure_sensor,servo_degree,8.28,942,0,108
time,actuating_finger,pressure_sensor,servo_degree,8.41,939,0,100
time,actuating_finger,pressure_sensor,servo_degree,8.53,939,0,100
time,actuating_finger,pressure_sensor,servo_degree,8.65,939,0,100
time,actuating_finger,pressure_sensor,servo_degree,8.78,939,0,100
time,actuating_finger,pressure_sensor,servo_degree,8.90,941,0,105
time,actuating_finger,pressure_sensor,servo_degree,9.02,943,0,110
time,actuating_finger,pressure_sensor,servo_degree,9.15,946,0,118
time,actuating_finger,pressure_sensor,servo_degree,9.27,947,0,120
time,actuating_finger,pressure_sensor,servo_degree,9.40,949,0,126
time,actuating_finger,pressure_sensor,servo_degree,9.52,950,0,128
time,actuating_finger,pressure_sensor,servo_degree,9.64,947,0,120
time,actuating_finger,pressure_sensor,servo_degree,9.77,937,0,95
time,actuating_finger,pressure_sensor,servo_degree,9.89,930,0,78
time,actuating_finger,pressure_sensor,servo_degree,10.01,931,0,80
time,actuating_finger,pressure_sensor,servo_degree,10.14,930,0,78
time,actuating_finger,pressure_sensor,servo_degree,10.26,935,0,90
time,actuating_finger,pressure_sensor,servo_degree,10.38,940,0,102
time,actuating_finger,pressure_sensor,servo_degree,10.51,945,0,115
time,actuating_finger,pressure_sensor,servo_degree,10.63,951,0,131
time,actuating_finger,pressure_sensor,servo_degree,10.76,952,0,133
time,actuating_finger,pressure_sensor,servo_degree,10.88,950,0,128
time,actuating_finger,pressure_sensor,servo_degree,11.01,945,0,115
time,actuating_finger,pressure_sensor,servo_degree,11.13,933,0,85
time,actuating_finger,pressure_sensor,servo_degree,11.26,931,0,80
time,actuating_finger,pressure_sensor,servo_degree,11.38,925,0,65
time,actuating_finger,pressure_sensor,servo_degree,11.50,929,0,75
time,actuating_finger,pressure_sensor,servo_degree,11.63,938,0,97
time,actuating_finger,pressure_sensor,servo_degree,11.75,946,0,118
time,actuating_finger,pressure_sensor,servo_degree,11.88,951,0,131
time,actuating_finger,pressure_sensor,servo_degree,12.00,954,0,138
time,actuating_finger,pressure_sensor,servo_degree,12.13,951,0,131
time,actuating_finger,pressure_sensor,servo_degree,12.25,944,0,113
time,actuating_finger,pressure_sensor,servo_degree,12.38,936,0,92
time,actuating_finger,pressure_sensor,servo_degree,12.50,930,0,78
time,actuating_finger,pressure_sensor,servo_degree,12.62,928,0,72
time,actuating_finger,pressure_sensor,servo_degree,12.75,930,0,78
time,actuating_finger,pressure_sensor,servo_degree,12.87,940,0,102
time,actuating_finger,pressure_sensor,servo_degree,13.00,945,0,115
time,actuating_finger,pressure_sensor,servo_degree,13.12,950,0,128
time,actuating_finger,pressure_sensor,servo_degree,13.25,953,0,136
time,actuating_finger,pressure_sensor,servo_degree,13.37,952,0,133
time,actuating_finger,pressure_sensor,servo_degree,13.50,948,0,123
time,actuating_finger,pressure_sensor,servo_degree,13.62,933,0,85
time,actuating_finger,pressure_sensor,servo_degree,13.74,928,0,72
time,actuating_finger,pressure_sensor,servo_degree,13.87,925,0,65
